DATE,TITLE,VOTER_NAME
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/25/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/18/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/18/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/18/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
01/11/2017,Councilmember,Mark Clayton
01/11/2017,Councilmember,Scott Griggs
01/11/2017,Councilmember,B. Adam  McGough
01/11/2017,Councilmember,Lee Kleinman
01/11/2017,Councilmember,Sandy Greyson
01/11/2017,Councilmember,Jennifer S. Gates
01/11/2017,Councilmember,Philip T. Kingston
01/11/2017,Mayor,Michael S. Rawlings
01/11/2017,Councilmember,Adam Medrano
01/11/2017,Councilmember,"Casey Thomas
01/11/2017,Councilmember,Carolyn King Arnold
01/11/2017,Councilmember,Rickey D. Callahan
01/11/2017,Mayor Pro Tem,Monica R. Alonzo
01/11/2017,Councilmember,Tiffinni A. Young
01/11/2017,Deputy Mayor Pro Tem,Erik Wilson
